dialogue_id,utterance_id,speaker,overall_turn,overall_position,sales_turn,sales_position,elapsed_seconds,time_position,word_count,char_count,text,continuing_dialogue,providing_information,goal_acceptance
30,30_46,sales,45,0.625,31,0.6078431372549019,1118.0,0.6858895705521473,2,48,Air-Buds Proは水深５mの水に10分ほど浸けても壊れない最高品質の防水性能が備わっています。,positive,positive,positive
30,30_47,user,46,0.6388888888888888,,,1151.0,0.7061349693251534,1,25,雨の日や雪の日の使用にはLiteではどうでしょうか？,,,
30,30_48,sales,47,0.6527777777777778,32,0.6274509803921569,1175.0,0.7208588957055214,1,16,直接濡れなければ問題はありません。,neutral,neutral,positive
30,30_49,sales,48,0.6666666666666666,33,0.6470588235294118,1192.0,0.7312883435582822,1,28,しかし、ネックバンド型と違いカナル型は落下リスクがあります。,neutral,neutral,neutral
30,30_50,sales,49,0.6805555555555556,34,0.6666666666666666,1206.0,0.7398773006134969,1,22,雨の日や雪の日に落とすと故障の原因になります。,neutral,neutral,negative
30,30_51,user,50,0.6944444444444444,,,1223.0,0.7503067484662577,1,19,それはLite以外のものでもそうですか？,,,
30,30_52,sales,51,0.7083333333333334,35,0.6862745098039216,1277.0,0.7834355828220859,2,46,Air-Buds、Air-Buds Proは防水機能の水準が高いため、雨雪環境への落下も問題ありません。,positive,positive,positive
30,30_53,user,52,0.7222222222222222,,,1303.0,0.7993865030674847,1,34,なるほど、ではノイズキャンセルがあるとないとでは、やはり音質は違いますか,,,
30,30_54,sales,53,0.7361111111111112,36,0.7058823529411765,1327.0,0.8141104294478527,1,12,体感は大きくことなります。,neutral,neutral,neutral
30,30_55,sales,54,0.75,37,0.7254901960784313,1354.0,0.8306748466257668,1,36,雑音が入らないため、細かい音表現が聴きとれるようになり、没入感が高まりますよ！,positive,positive,positive
30,30_56,sales,55,0.7638888888888888,38,0.7450980392156863,1375.0,0.843558282208589,1,22,具体的な音質はドライバーの大きさで決まります。,neutral,neutral,neutral
30,30_57,sales,56,0.7777777777777778,39,0.7647058823529411,1410.0,0.8650306748466258,2,57,Air-Buds Liteは8mm、Air-Budsは9mmのドライバを搭載しているためAir-Budsの方が音質はよいです。,neutral,neutral,neutral
30,30_58,user,57,0.7916666666666666,,,1427.0,0.8754601226993866,1,44,LiteかBudｓにしようかと考えています。初心者にはBudsはオーバースペックでしょうか？,,,
30,30_59,sales,58,0.8055555555555556,40,0.7843137254901961,1447.0,0.8877300613496932,1,13,ご検討ありがとうございます！,neutral,neutral,neutral
30,30_60,sales,59,0.8194444444444444,41,0.803921568627451,1461.0,0.896319018404908,1,11,そんなことはないですよ。,neutral,neutral,neutral
30,30_61,user,60,0.8333333333333334,,,1477.0,0.9061349693251534,1,23,ピアノを習っているので、クラシックをよく聞きます。,,,
30,30_62,user,61,0.8472222222222222,,,1493.0,0.9159509202453988,1,11,どちらが良さそうですか？,,,
30,30_63,sales,62,0.8611111111111112,42,0.8235294117647058,1497.0,0.9184049079754601,1,37,操作の違いはノイズキャンセリングのオンオンだけですので直感的に操作可能です。,neutral,neutral,positive
30,30_64,sales,63,0.875,43,0.8431372549019608,1505.0,0.9233128834355828,1,8,素敵な趣味ですね！,positive,positive,positive
30,30_65,sales,64,0.8888888888888888,44,0.8627450980392157,1532.0,0.939877300613497,1,46,クラシック音楽の壮大な音は、ノイズキャンセリング環境で聴くとホールにいるような臨場感になります！,positive,positive,positive
30,30_66,sales,65,0.9027777777777778,45,0.8823529411764706,1553.0,0.9527607361963191,1,30,お家での音楽体験がさらに充実したものになること間違いなしです,positive,positive,positive
30,30_67,sales,66,0.9166666666666666,46,0.9019607843137255,1590.0,0.9754601226993865,1,33,清掃の点も考慮するとお客様にはAir-Budsがぴったりだと思います。,positive,positive,positive
30,30_68,sales,67,0.9305555555555556,47,0.9215686274509803,1595.0,0.9785276073619632,1,14,ご予算には合いそうでしょうか？,positive,positive,positive
30,30_69,user,68,0.9444444444444444,,,1599.0,0.9809815950920245,1,45,なるほど、ありがとうございます。性能や使いやすさを考えて、少し奮発してBudsにしようと思います。,,,
30,30_70,sales,69,0.9583333333333334,48,0.9411764705882353,1607.0,0.9858895705521472,1,10,ありがとうございます！,positive,positive,positive
30,30_71,sales,70,0.9722222222222222,49,0.9607843137254902,1614.0,0.9901840490797545,1,11,お役にたてて何よりです。,neutral,neutral,neutral
30,30_72,sales,71,0.9861111111111112,50,0.9803921568627451,1624.0,0.996319018404908,1,24,またご不明点や質問があればお気軽に相談くださいね,neutral,neutral,neutral
30,30_73,sales,72,1.0,51,1.0,1630.0,1.0,1,12,いつでもお待ちしています。,neutral,neutral,neutral
31,31_1,sales,0,0.0,0,0.0,0.0,0.0,1,34,ようこそ！あなたの興味をサポートします。気になっているジャンルは何ですか？,positive,neutral,neutral
31,31_2,user,1,0.022727272727272728,,,57.0,0.062159214830970554,1,11,AeroSoundです。,,,
31,31_3,sales,2,0.045454545454545456,1,0.03333333333333333,73.0,0.07960741548527808,1,19,すでに商品をご覧いただいているんですね。,positive,neutral,neutral
31,31_4,sales,3,0.06818181818181818,2,0.06666666666666667,77.0,0.08396946564885496,1,10,ありがとうございます！,neutral,neutral,neutral
31,31_5,user,4,0.09090909090909091,,,99.0,0.1079607415485278,1,21,はい、3つの中では、どちらがおすすめでしょうか？,,,
31,31_6,sales,5,0.11363636363636363,3,0.1,99.0,0.1079607415485278,1,22,ワイヤレスイヤホンの購入を検討されていますか？,positive,positive,neutral
31,31_7,sales,6,0.13636363636363635,4,0.13333333333333333,112.0,0.12213740458015267,1,6,ご案内します,neutral,neutral,neutral
31,31_8,sales,7,0.1590909090909091,5,0.16666666666666666,128.0,0.1395856052344602,4,63,"こちらでは11,000円のAir-Buds Lite 、22,000円のAir-Buds、33,000円のAir-Buds Proをご紹介しています",positive,neutral,neutral
31,31_9,sales,8,0.18181818181818182,6,0.2,151.0,0.16466739367502725,1,41,使用状況に合わせておすすめを提案したいので、お客様についていくつか質問させてください,positive,neutral,neutral
31,31_10,sales,9,0.20454545454545456,7,0.23333333333333334,160.0,0.17448200654307525,1,20,今はワイヤレスイヤホンを使用していますか？,neutral,positive,neutral
31,31_11,user,10,0.22727272727272727,,,178.0,0.1941112322791712,1,8,いえ、はじめてです。,,,
31,31_12,sales,11,0.25,8,0.26666666666666666,201.0,0.21919302071973829,1,21,今はコード付きのイヤホンを使用していますか？,neutral,positive,neutral
31,31_13,user,12,0.2727272727272727,,,215.0,0.23446019629225737,1,4,そうです。,,,
31,31_14,sales,13,0.29545454545454547,9,0.3,245.0,0.26717557251908397,1,23,イヤホンの使用はどのような場面が多いでしょうか？,positive,positive,neutral
31,31_15,user,14,0.3181818181818182,,,278.0,0.3031624863685932,1,13,通勤中なんかに使っています。,,,
31,31_16,sales,15,0.3409090909090909,10,0.3333333333333333,313.0,0.34133042529989094,1,20,電車で音楽を聴くようなイメージでしょうか？,positive,positive,neutral
31,31_17,user,16,0.36363636363636365,,,322.0,0.3511450381679389,1,5,そうですね。,,,
31,31_18,sales,17,0.38636363636363635,11,0.36666666666666664,331.0,0.36095965103598693,1,10,ありがとうございます。,neutral,neutral,neutral
31,31_19,sales,18,0.4090909090909091,12,0.4,372.0,0.40567066521264994,2,46,シンプルな使用でしたら、エントリーモデルのAir-Buds Liteでも充分よい音質を保証しますよ！,positive,neutral,positive
31,31_20,sales,19,0.4318181818181818,13,0.43333333333333335,398.0,0.4340239912758997,1,26,"11,000円とワイヤレスイヤホンの中ではお求めやすく、",positive,neutral,positive
31,31_21,sales,20,0.45454545454545453,14,0.4666666666666667,415.0,0.4525627044711014,1,21,最初に使用感を試したい方にはうってつけです！,neutral,neutral,positive
31,31_22,sales,21,0.4772727272727273,15,0.5,458.0,0.4994547437295529,1,12,機能面で不安はありますか？,positive,positive,neutral
31,31_23,user,22,0.5,,,482.0,0.5256270447110142,1,32,それは良い考えですね。やはり、いきなり高額な商品は勿体ないですものね？,,,
31,31_24,sales,23,0.5227272727272727,16,0.5333333333333333,527.0,0.5747001090512541,1,63,はい、高額なワイヤレスイヤホンも素晴らしい機能がついていますが、普段使いにはやや大きかったり重かったりといったデメリットもあります。,neutral,neutral,neutral
31,31_25,user,24,0.5454545454545454,,,533.0,0.5812431842966194,1,27,性能と値段とを比較してコスパの良い商品はどれでしょうか？,,,
31,31_26,sales,25,0.5681818181818182,17,0.5666666666666667,567.0,0.6183206106870229,1,15,重視する性能によって異なります。,neutral,neutral,neutral
31,31_27,user,26,0.5909090909090909,,,579.0,0.6314067611777535,1,17,では、この中では、どれが人気でしょうか？,,,
31,31_28,sales,27,0.6136363636363636,18,0.6,600.0,0.6543075245365322,1,18,最も人気があるのはAir-Budsです。,positive,neutral,positive
31,31_29,sales,28,0.6363636363636364,19,0.6333333333333333,616.0,0.6717557251908397,1,35,ノイズキャンセリング機能が付くため音楽に集中したい方から人気があります。,positive,neutral,positive
31,31_30,user,29,0.6590909090909091,,,630.0,0.6870229007633588,1,20,なるほど。ちなみに、人気が無いのはどれですか？,,,
31,31_31,sales,30,0.6818181818181818,20,0.6666666666666666,641.0,0.6990185387131952,2,40,Air-Buds Liteにはノイズキャンセリング機能がなく、防塵防水機能もありません。,neutral,neutral,positive
31,31_32,sales,31,0.7045454545454546,21,0.7,680.0,0.7415485278080698,1,42,そのためシンプルな使用やジョギングなど環境音が聴こえたほうがいい場合におおすすめです。,neutral,neutral,positive
31,31_33,sales,32,0.7272727272727273,22,0.7333333333333333,685.0,0.7470010905125409,1,13,ご質問ありがとうございます！,neutral,neutral,neutral
31,31_34,sales,33,0.75,23,0.7666666666666667,700.0,0.7633587786259542,2,23,最も購入頻度が低いのはAir-Buds Proです。,neutral,neutral,neutral
31,31_35,sales,34,0.7727272727272727,24,0.8,724.0,0.7895310796074155,1,33,会話機能が充実しているため仕事に使いたい方向けのプロ仕様なためです。,neutral,neutral,neutral
31,31_36,user,35,0.7954545454545454,,,748.0,0.8157033805888768,1,2,ふむ。,,,
31,31_37,sales,36,0.8181818181818182,25,0.8333333333333334,774.0,0.8440567066521265,1,26,ノイズキャンセリング機能や防塵防水機能を重視しますか？,positive,neutral,neutral
31,31_38,user,37,0.8409090909090909,,,797.0,0.8691384950926936,1,10,いえ、特に重視しません。,,,
31,31_39,sales,38,0.8636363636363636,26,0.8666666666666667,830.0,0.9051254089422028,2,32,それでしたらAir-Buds Liteでも充分にお楽しみいただけます！,neutral,neutral,positive
31,31_40,sales,39,0.8863636363636364,27,0.9,844.0,0.920392584514722,1,21,ドライバーも8mmあり低音に迫力があります。,neutral,neutral,positive
31,31_41,user,40,0.9090909090909091,,,858.0,0.935659760087241,1,26,うーん、迷いますが、今回はAir-Budsを購入してみます。,,,
31,31_42,sales,41,0.9318181818181818,28,0.9333333333333333,868.0,0.9465648854961832,1,10,ありがとうございます！,neutral,neutral,neutral
31,31_43,sales,42,0.9545454545454546,29,0.9666666666666667,879.0,0.9585605234460196,1,13,購入用リンクを送信しますか？,neutral,neutral,neutral
31,31_44,user,43,0.9772727272727273,,,898.0,0.9792802617230099,1,20,色々参考になりました、ありがとうございます。,,,
31,31_45,sales,44,1.0,30,1.0,917.0,1.0,1,24,何か質問やご不明点があればいつでもご相談ください！,neutral,neutral,neutral
32,32_1,sales,0,0.0,0,0.0,0.0,0.0,2,18,こんばんは イヤホンをお探しでしょうか。,positive,positive,neutral
32,32_2,user,1,0.06666666666666667,,,98.0,0.11329479768786127,1,27,はい。できるだけ価格が安くて機能が優れたものが欲しいです。,,,
32,32_3,sales,2,0.13333333333333333,1,0.125,163.0,0.1884393063583815,3,78,承知しました。ぴったりのイヤホン探しお手伝いさせてください！ ちなみに、昨日だと音質、バッテリーの持ち具合、防水機能などなどございますが、 一番優先したい昨日はございますか？,positive,positive,positive
32,32_4,user,3,0.2,,,220.0,0.2543352601156069,1,15,音質とバッテリーの持ち具合です。,,,
32,32_5,sales,4,0.26666666666666666,2,0.25,264.0,0.30520231213872834,1,34,そうですか、バッテリーの持ち具合ですと、1日何時間くらいご使用されますか？,positive,positive,neutral
32,32_6,user,5,0.3333333333333333,,,341.0,0.3942196531791908,1,6,４時間程です。,,,
32,32_7,sales,6,0.4,3,0.375,396.0,0.4578034682080925,2,66,ありがとうございます。あとは音質についてですが、正直ピンキリです。 良いものだと値段も相応になりますが、用途は通勤通学といったところでしょうか。,positive,positive,neutral
32,32_8,user,7,0.4666666666666667,,,462.0,0.5341040462427745,1,27,音質にはどんな差があるのですか。用途は通勤と休憩時間です。,,,
32,32_9,sales,8,0.5333333333333333,4,0.5,521.0,0.6023121387283237,1,49,主に没入感ですね、音質を向上させようとするとイメージ映画館にいるような臨場感くらいの違いがでてきます。,positive,positive,positive
32,32_10,sales,9,0.6,5,0.625,555.0,0.6416184971098265,1,51,ちなみに音質は今までお使いのイヤホンより優れたものをお探しですか？それとも今までと同様でも問題ないですか？,positive,positive,positive
32,32_11,user,10,0.6666666666666666,,,630.0,0.7283236994219653,1,46,主にラジオやトークを聞くので、臨場感はあまり必要ないです。なので、音質は今と同じくらいで大丈夫です。,,,
32,32_12,sales,11,0.7333333333333333,6,0.75,681.0,0.7872832369942196,1,44,承知しました。ではおすすめ2点ご紹介します。ちなみに相場1~２万円ちょっ都といったところですが、,positive,positive,positive
32,32_15,sales,12,0.8,7,0.875,794.0,0.9179190751445087,2,96,違いはバッテリー時間と音質です。1つ目は最大6時間再生に対し2つ目は最大4時間再生です。 使用時間が4時間を超えることがないのであれば、2つ目の方が安価かつ音質も一般的な範囲なのでそちらをお勧めします。,positive,positive,positive
32,32_16,user,13,0.8666666666666667,,,794.0,0.9179190751445087,1,14,バッテリーの持ちは同じですか。,,,
32,32_17,user,14,0.9333333333333333,,,836.0,0.9664739884393063,1,11,使いやすさは同じですか。,,,
32,32_18,sales,15,1.0,8,1.0,865.0,1.0,1,23,同じです。重さが2g違う程度なので誤差の範囲かと,positive,neutral,positive
33,33_1,sales,0,0.0,0,0.0,0.0,0.0,1,5,こんばんは,positive,positive,positive
33,33_2,sales,1,0.037037037037037035,1,0.07692307692307693,17.0,0.010513296227581941,1,13,イヤホンをお探しでしょうか？,neutral,neutral,neutral
33,33_3,user,2,0.07407407407407407,,,54.0,0.03339517625231911,2,11,こんばんは はい、そうです。,,,
33,33_4,sales,3,0.1111111111111111,2,0.15384615384615385,88.0,0.05442176870748299,1,29,希望にぴったりのイヤホンが探せるよう、お手伝いさせてください！,positive,positive,positive
33,33_5,sales,4,0.14814814814814814,3,0.23076923076923078,101.0,0.06246134817563389,1,20,ちなみに、どういったものをお探しでしょうか。,neutral,neutral,neutral
33,33_6,user,5,0.18518518518518517,,,135.0,0.08348794063079777,1,10,ありがとうございます！,,,
33,33_7,user,6,0.2222222222222222,,,164.0,0.10142238713667286,1,19,お値打ちだけど性能のいいものがいいです。,,,
33,33_8,sales,7,0.25925925925925924,4,0.3076923076923077,266.0,0.1645021645021645,3,80,かしこまりました。もう少し詳しくお伺いしたいのですが、 性能面だと音質、バッテリーの持ち、防水機能の有無などなどございますが、 今回一番重視されるのはどういった性能でしょうか。,positive,positive,positive
33,33_9,user,8,0.2962962962962963,,,331.0,0.20470006184291897,1,17,音質とバッテリ－の持ちが良いことです。,,,
33,33_10,sales,9,0.3333333333333333,5,0.38461538461538464,374.0,0.23129251700680273,2,54,ありがとうございます、ちなみに通勤通学などにご使用されるイメージですか？ 一日どれくらいをご使用されますでしょうか。,positive,positive,positive
33,33_11,user,10,0.37037037037037035,,,429.0,0.2653061224489796,1,13,ウォｰキング時に使用します。,,,
33,33_12,user,11,0.4074074074074074,,,440.0,0.272108843537415,1,10,ひとつ教えてください。,,,
33,33_13,user,12,0.4444444444444444,,,509.0,0.3147804576376005,1,36,商品説明にIP67とかIP54の評価とありますが、どのような評価でしょうか？,,,
33,33_14,sales,13,0.48148148148148145,6,0.46153846153846156,691.0,0.42733457019171306,2,94,IP57というのは耐水性を示す指標です。 水深1Mまで沈めた際の30分間の耐水性ですね、防水機能の有無をそこまで重視されないのであれば、こちらはそこまで気にされる必要はない機能にはなるかと思います。,positive,positive,positive
33,33_15,user,14,0.5185185185185185,,,723.0,0.44712430426716143,1,17,そうなんですね。ありがとうございます。,,,
33,33_16,user,15,0.5555555555555556,,,786.0,0.48608534322820035,1,19,ウォ-キングではほとんど関係ありませんね。,,,
33,33_17,sales,16,0.5925925925925926,7,0.5384615384615384,836.0,0.5170068027210885,1,26,"そうですね、一日2,3時間使用できれば問題ない感じですか？",neutral,neutral,neutral
33,33_18,user,17,0.6296296296296297,,,900.0,0.5565862708719852,1,15,はい。１～1時間半くらいの使用です。,,,
33,33_19,sales,18,0.6666666666666666,8,0.6153846153846154,945.0,0.5844155844155844,1,6,承知しました。,neutral,neutral,neutral
33,33_20,sales,19,0.7037037037037037,9,0.6923076923076923,947.0,0.5856524427952999,1,101,音質をどこまで求めるかで値段も大きく変わってきます。人気のタイプのイヤホンはまるで映画館にいるような没入感を味わえますが、臨場感あふれる音質であればあるほどお客様にとってはいいと思っていただけそうでしょうか,positive,positive,positive
33,33_21,user,20,0.7407407407407407,,,1129.0,0.6982065553494124,3,52,はい、その通りです。 ただ音楽にあまりに一生懸命になりすぎて騒音や通行人や車の気配を感じ取れないのは 困りますね。,,,
33,33_22,sales,21,0.7777777777777778,10,0.7692307692307693,1195.0,0.7390228818800247,1,51,たしかにそうですね、周りの気配に関してはイヤホンではなく音量調節できちんと調整可能ですのでご安心ください。,positive,positive,positive
33,33_23,sales,22,0.8148148148148148,11,0.8461538461538461,1198.0,0.7408781694495981,2,76,最後にご予算ですね、お客様の希望だと相場1~2万円ちょっとといったところです。 ちなみにいい音質が担保できるとして、2万円というのは現実的に可能なご予算でしょうか。,neutral,neutral,neutral
33,33_24,user,23,0.8518518518518519,,,1258.0,0.7779839208410637,1,14,そうですね。２万円くらいですね。,,,
33,33_27,sales,24,0.8888888888888888,12,0.9230769230769231,1383.0,0.8552875695732839,3,134,2つご紹介します。1つ目は1万少々で手軽に音楽体験をたのしめるというコンセプトです。 機能面では問題なく一般的なイヤホンといったところです。 2つ目は音質がかなり向上されております。きっとウォーキングが快適になり、生活そのもののクオリティも上がることにお役立ちできるものになりますね,positive,positive,positive
33,33_28,sales,25,0.9259259259259259,13,1.0,1418.0,0.8769325912183055,1,47,金額優先なら1つめ、音質優先なら2つ目をお勧めしますが、どちらの方がフィット感ございますでしょうか。,neutral,neutral,neutral
33,33_29,user,26,0.9629629629629629,,,1563.0,0.9666048237476809,1,26,生活のクオリティは私にとって大変重視する部分ですので,,,
33,33_30,user,27,1.0,,,1617.0,1.0,1,25,ご案内いただいた２つ目の商品を購入しようと思います。,,,
34,34_1,sales,0,0.0,0,0.0,0.0,0.0,1,5,こんばんは！,positive,positive,positive
34,34_2,sales,1,0.05,1,0.08333333333333333,7.0,0.012110726643598616,1,31,来てくださりありがとうございます。本日はよろしくお願いいたします。,positive,positive,positive
34,34_3,user,2,0.1,,,31.0,0.05363321799307959,1,6,はじめまして,,,
34,34_4,user,3,0.15,,,46.0,0.07958477508650519,1,12,よろしくお願いいたします。,,,
34,34_5,sales,4,0.2,2,0.16666666666666666,65.0,0.11245674740484429,1,39,イヤホンを選ぶ際に重視したいところは何でしょうか。買う場合の予算も教えてください,positive,positive,positive
34,34_6,user,5,0.25,,,135.0,0.23356401384083045,1,17,音漏れが無いこと、価格は2～3万円前後,,,
34,34_7,sales,6,0.3,3,0.25,149.0,0.2577854671280277,1,19,音漏れの心配は3モデルともございません。,positive,positive,positive
34,34_8,sales,7,0.35,4,0.3333333333333333,184.0,0.31833910034602075,6,94,"1万1,000円のAeroSound Air-Buds Liteもございますが、2万2,000円のAeroSound Air-Buds、3万3,000円のAeroSound Air-Buds Proも用意しています。",positive,positive,positive
34,34_9,user,8,0.4,,,218.0,0.3771626297577855,2,29,"2万2,000円のAeroSound Air-Budsがいいです。",,,
34,34_10,sales,9,0.45,5,0.4166666666666667,225.0,0.3892733564013841,1,6,承知しました。,positive,positive,positive
34,34_11,sales,10,0.5,6,0.5,259.0,0.44809688581314877,1,53,価格は全て税込です。Budsはワイヤレス充電ができません。防水レベルは54で、10分間水をかけ続けても大丈夫です。,positive,positive,positive
34,34_12,user,11,0.55,,,291.0,0.5034602076124568,1,12,フィット感はどうでしょう？,,,
34,34_13,sales,12,0.6,7,0.5833333333333334,309.0,0.5346020761245674,1,31,3モデルともフィット感は同じです。よく馴染むよう設計されています。,positive,positive,positive
34,34_14,user,13,0.65,,,336.0,0.5813148788927336,1,5,魅力的です。,,,
34,34_15,sales,14,0.7,8,0.6666666666666666,342.0,0.5916955017301038,1,10,ありがとうございます！,positive,positive,positive
34,34_16,sales,15,0.75,9,0.75,362.0,0.6262975778546713,1,26,Budsは最大18時間の再生＆12時間の通話が可能です。,positive,positive,positive
34,34_17,sales,16,0.8,10,0.8333333333333334,381.0,0.6591695501730104,1,19,他モデルとの違いはそのくらいでしょうか。,positive,positive,positive
34,34_18,user,17,0.85,,,404.0,0.698961937716263,1,10,どこで購入可能ですか？,,,
34,34_19,sales,18,0.9,11,0.9166666666666666,485.0,0.8391003460207612,2,46,生産メーカー「CyberAudio Technologies」の商品ページから注文していただけます。,neutral,neutral,positive
34,34_20,user,19,0.95,,,548.0,0.9480968858131488,1,23,わかりました。Amazonで購入したいと思います。,,,
34,34_21,sales,20,1.0,12,1.0,578.0,1.0,1,10,ありがとうございます。,positive,positive,positive
35,35_1,sales,0,0.0,0,0.0,0.0,0.0,1,36,こんにちは。来てくださりありがとうございます。本日はよろしくお願いいたします。,positive,positive,positive
35,35_2,sales,1,0.029411764705882353,1,0.05,19.0,0.019853709508881923,1,26,イヤホンを購入する際重視したいところを教えてください！,positive,positive,positive
35,35_3,user,2,0.058823529411764705,,,23.0,0.024033437826541274,1,23,こんにちは。一番人気がある商品をおしえてください,,,
35,35_4,user,3,0.08823529411764706,,,62.0,0.06478578892371996,1,19,イヤホンは音質とつけごごちを重視します。,,,
35,35_5,user,4,0.11764705882352941,,,106.0,0.11076280041797283,1,18,訂正します。イヤホンは音質を重視します。,,,
35,35_6,sales,5,0.14705882352941177,2,0.1,139.0,0.1452455590386625,1,6,承知しました。,neutral,neutral,neutral
35,35_7,sales,6,0.17647058823529413,3,0.15,172.0,0.17972831765935215,3,62,私が担当したお客様の中では、AeroSound Air-Buds Liteが一番人気となっています。僅差でBuds、Proの順で人気です。,positive,positive,positive
35,35_8,sales,7,0.20588235294117646,4,0.2,197.0,0.2058516196447231,1,30,イヤホンを付けた時の心地はどのモデルも同じだと考えております。,neutral,negative,negative
35,35_9,sales,8,0.23529411764705882,5,0.25,239.0,0.2497387669801463,1,49,どれも高音質な音楽環境を提供していますが、BudsやProはより多様な音楽ジャンルにも対応しています。,positive,positive,positive
35,35_10,user,9,0.2647058823529412,,,273.0,0.2852664576802508,1,15,操作はすべて同じなのでしょうか,,,
35,35_11,sales,10,0.29411764705882354,6,0.3,290.0,0.30303030303030304,1,16,そうです。充電方法のみ、少し違います。,neutral,neutral,neutral
35,35_12,sales,11,0.3235294117647059,7,0.35,309.0,0.322884012539185,3,52,AeroSound Air-Buds Proのみワイヤレス充電が可能です。3つともケーブルありでの充電ができます。,positive,positive,positive
35,35_13,user,12,0.35294117647058826,,,317.0,0.33124346917450365,1,13,重量はどれが一番軽いですか,,,
35,35_14,sales,13,0.38235294117647056,8,0.4,374.0,0.39080459770114945,1,67,イヤホン単体、充電ケースありの状態でどちらもLiteが一番軽いです。一番重いProでも、Liteとの重量差は12.0gです（充電ケースありの場合）。,positive,positive,positive
35,35_15,user,14,0.4117647058823529,,,383.0,0.400208986415883,1,16,製品のメリットをおしえてください。,,,
35,35_16,sales,15,0.4411764705882353,9,0.45,426.0,0.445141065830721,1,59,一番お安いLiteでも最大18時間の再生、最大12時間の通話が可能です。Lite以外の2つには強力な防水機能が付いています。,positive,positive,positive
35,35_17,sales,16,0.47058823529411764,10,0.5,453.0,0.47335423197492166,1,53,ワイヤレスイヤホンですので、ケーブルが邪魔で外出時はじゃまだといったことがございません。ぜひご検討くださいませ。,negative,negative,negative
35,35_18,user,17,0.5,,,479.0,0.5005224660397074,1,13,耳への悪影響はありませんか,,,
35,35_19,sales,18,0.5294117647058824,11,0.55,510.0,0.5329153605015674,1,42,何時間も休みなしで音楽を聴いていると耳も疲れます。適度に休みを入れながらご使用ください。,neutral,neutral,neutral
35,35_20,user,19,0.5588235294117647,,,542.0,0.5663531870428422,1,23,価格の差はどのくらいスペックに影響するのですか,,,
35,35_21,sales,20,0.5882352941176471,12,0.6,572.0,0.5977011494252874,1,45,防水機能の有無、バッテリーの持ち時間、ワイヤレス充電の有無、ノイズキャンセリング機能の有無ですね。,positive,positive,positive
35,35_22,user,21,0.6176470588235294,,,591.0,0.6175548589341693,1,18,向いている音楽のジャンルはありますか,,,
35,35_23,sales,22,0.6470588235294118,13,0.65,644.0,0.6729362591431557,1,88,Liteならポップミュージックなどが楽しめます。Budsはヒップホップやジャズなどにも対応していまして、Proはクラシック音楽といった複数の楽器音が入り組んだジャンルも堪能できます。,neutral,neutral,neutral
35,35_24,user,23,0.6764705882352942,,,673.0,0.703239289446186,1,14,防水の性能をおしえてください,,,
35,35_25,sales,24,0.7058823529411765,14,0.7,702.0,0.7335423197492164,1,46,Liteには防水機能がありません。Budsは防水レベルが54で10分間水がかかっても大丈夫です。,positive,positive,positive
35,35_26,sales,25,0.7352941176470589,15,0.75,716.0,0.7481713688610241,1,31,Proは防水レベルが67で、30分間浸水しても壊れないレベルです。,positive,positive,positive
35,35_27,user,26,0.7647058823529411,,,774.0,0.8087774294670846,1,10,保証はついていますか,,,
35,35_28,sales,27,0.7941176470588235,16,0.8,796.0,0.831765935214211,1,21,どのモデルにも3年分の保証書が付いています。,positive,positive,positive
35,35_29,sales,28,0.8235294117647058,17,0.85,816.0,0.8526645768025078,1,24,購入後3年以内でしたら、壊れても無償で修理できます。,positive,positive,positive
35,35_30,user,29,0.8529411764705882,,,850.0,0.8881922675026124,1,10,維持費はかかりますか,,,
35,35_31,sales,30,0.8823529411764706,18,0.9,872.0,0.9111807732497388,1,37,かかりません。AeroSoundにつくゴミをこまめに除去していただく程度です。,neutral,neutral,neutral
35,35_32,user,31,0.9117647058823529,,,895.0,0.93521421107628,1,18,メンテナンスで必要なことはありますか,,,
35,35_33,sales,32,0.9411764705882353,19,0.95,908.0,0.9487983281086729,1,6,ございません。,neutral,neutral,neutral
35,35_34,user,33,0.9705882352941176,,,950.0,0.9926854754440961,1,11,ありがとうございました。,,,
35,35_35,sales,34,1.0,20,1.0,957.0,1.0,1,11,ありがとうございました。,neutral,neutral,neutral
36,36_1,sales,0,0.0,0,0.0,0.0,0.0,1,22,こんにちは！本日はどのような商品をお探しですか？,neutral,neutral,neutral
36,36_2,user,1,0.05263157894736842,,,60.0,0.047058823529411764,1,16,ワイヤレスイヤホンを探しています。,,,
36,36_3,sales,2,0.10526315789473684,1,0.07142857142857142,85.0,0.06666666666666667,1,18,ありがとうございます。回答を生成中です。,neutral,neutral,neutral
36,36_4,sales,3,0.15789473684210525,2,0.14285714285714285,161.0,0.12627450980392158,4,45,イヤホンの主な使用用途は何ですか？ A：仕事での利用 B:音楽鑑賞 C：その他（利用シーンを教えてください）,positive,positive,neutral
36,36_5,user,4,0.21052631578947367,,,251.0,0.19686274509803922,6,78,音楽鑑賞で主に使いたいです。AeroSound Air-Buds、AeroSound Air-Buds Lite、AeroSound Air-Buds Proの特徴を教えて下さい。,,,
36,36_6,sales,5,0.2631578947368421,3,0.21428571428571427,280.0,0.2196078431372549,1,21,ご回答ありがとうございます！回答を生成中です。,neutral,neutral,neutral
